slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
21543402,215434,legend,패시브 2,,,2,빛 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21543403,215434,legend,패시브 2,,,3,빛 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21543404,215434,legend,패시브 2,,,4,빛 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21543405,215434,legend,패시브 2,,,5,빛 발록,무한 재생,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21551101,215511,legend,드래그 스킬,972,486,1,땅 레무레스,피의 연회,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21551102,215511,legend,드래그 스킬,972,486,2,땅 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 10% 증가,,,,,,,,,,,,
21551103,215511,legend,드래그 스킬,972,486,3,땅 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 20% 증가,,,,,,,,,,,,
21551104,215511,legend,드래그 스킬,972,486,4,땅 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 30% 증가,,,,,,,,,,,,
21551105,215511,legend,드래그 스킬,972,486,5,땅 레무레스,피의 연회,active,2.5,power_rate,add,194,스킬의 피해량 50% 증가,,,,,,,,,,,,
21552101,215521,legend,패시브 1,240,120,1,땅 레무레스,피의 축제,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21552102,215521,legend,패시브 1,240,120,2,땅 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 10% 증가,,,,,,,,,,,,
21552103,215521,legend,패시브 1,240,120,3,땅 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 20% 증가,,,,,,,,,,,,
21552104,215521,legend,패시브 1,240,120,4,땅 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 30% 증가,,,,,,,,,,,,
21552105,215521,legend,패시브 1,240,120,5,땅 레무레스,피의 축제,indie_time,2.5,power_rate,add,48,스킬의 피해량 50% 증가,,,,,,,,,,,,
21553101,215531,legend,패시브 2,,,1,땅 레무레스,귀족의 여흥,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21553102,215531,legend,패시브 2,,,2,땅 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,공격력 2% 추가 증가,,,,,,,,,,,,
21553103,215531,legend,패시브 2,,,3,땅 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,공격력 4% 추가 증가,,,,,,,,,,,,
21553104,215531,legend,패시브 2,,,4,땅 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,공격력 6% 추가 증가,,,,,,,,,,,,
21553105,215531,legend,패시브 2,,,5,땅 레무레스,귀족의 여흥,passive,,add_option_value_1,add,4,공격력 10% 추가 증가,,,,,,,,,,,,
21551501,215515,legend,드래그 스킬,972,486,1,어둠 레무레스,피의 연회,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21551502,215515,legend,드래그 스킬,972,486,2,어둠 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 10% 증가,,,,,,,,,,,,
21551503,215515,legend,드래그 스킬,972,486,3,어둠 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 20% 증가,,,,,,,,,,,,
21551504,215515,legend,드래그 스킬,972,486,4,어둠 레무레스,피의 연회,active,5,power_rate,add,97,스킬의 피해량 30% 증가,,,,,,,,,,,,
21551505,215515,legend,드래그 스킬,972,486,5,어둠 레무레스,피의 연회,active,2.5,power_rate,add,194,스킬의 피해량 50% 증가,,,,,,,,,,,,
21552501,215525,legend,패시브 1,240,120,1,어둠 레무레스,피의 축제,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21552502,215525,legend,패시브 1,240,120,2,어둠 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 10% 증가,,,,,,,,,,,,
21552503,215525,legend,패시브 1,240,120,3,어둠 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 20% 증가,,,,,,,,,,,,
21552504,215525,legend,패시브 1,240,120,4,어둠 레무레스,피의 축제,indie_time,5,power_rate,add,24,스킬의 피해량 30% 증가,,,,,,,,,,,,
21552505,215525,legend,패시브 1,240,120,5,어둠 레무레스,피의 축제,indie_time,2.5,power_rate,add,48,스킬의 피해량 50% 증가,,,,,,,,,,,,
21553501,215535,legend,패시브 2,,,1,어둠 레무레스,귀족의 여흥,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21553502,215535,legend,패시브 2,,,2,어둠 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,치명 피해 2% 추가 증가,,,,,,,,,,,,
21553503,215535,legend,패시브 2,,,3,어둠 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,치명 피해 4% 추가 증가,,,,,,,,,,,,
21553504,215535,legend,패시브 2,,,4,어둠 레무레스,귀족의 여흥,passive,,add_option_value_1,add,2,치명 피해 6% 추가 증가,,,,,,,,,,,,
21553505,215535,legend,패시브 2,,,5,어둠 레무레스,귀족의 여흥,passive,,add_option_value_1,add,4,치명 피해 10% 추가 증가,,,,,,,,,,,,
21561201,215612,legend,드래그 스킬,148,74,1,물 포세이돈,하이드로 브레스,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21561202,215612,legend,드래그 스킬,148,74,2,물 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 10% 증가,,,,,,,,,,,,
21561203,215612,legend,드래그 스킬,148,74,3,물 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 20% 증가,,,,,,,,,,,,
21561204,215612,legend,드래그 스킬,148,74,4,물 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 30% 증가,,,,,,,,,,,,
21561205,215612,legend,드래그 스킬,148,74,5,물 포세이돈,하이드로 브레스,active,2.5,power_rate,add,30,스킬의 피해량 50% 증가,,,,,,,,,,,,
21562201,215622,legend,패시브 1,144,72,1,물 포세이돈,아쿠아 웨이브,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21562202,215622,legend,패시브 1,144,72,2,물 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
21562203,215622,legend,패시브 1,144,72,3,물 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
21562204,215622,legend,패시브 1,144,72,4,물 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
21562205,215622,legend,패시브 1,144,72,5,물 포세이돈,아쿠아 웨이브,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
21563201,215632,legend,패시브 2,,,1,물 포세이돈,바다의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21563202,215632,legend,패시브 2,,,2,물 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
21563203,215632,legend,패시브 2,,,3,물 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
21563204,215632,legend,패시브 2,,,4,물 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
21563205,215632,legend,패시브 2,,,5,물 포세이돈,바다의 권위,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
21561401,215614,legend,드래그 스킬,148,74,1,빛 포세이돈,하이드로 브레스,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21561402,215614,legend,드래그 스킬,148,74,2,빛 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 10% 증가,,,,,,,,,,,,
21561403,215614,legend,드래그 스킬,148,74,3,빛 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 20% 증가,,,,,,,,,,,,
21561404,215614,legend,드래그 스킬,148,74,4,빛 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 30% 증가,,,,,,,,,,,,
21561405,215614,legend,드래그 스킬,148,74,5,빛 포세이돈,하이드로 브레스,active,2.5,power_rate,add,30,스킬의 피해량 50% 증가,,,,,,,,,,,,
21562401,215624,legend,패시브 1,144,72,1,빛 포세이돈,아쿠아 웨이브,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21562402,215624,legend,패시브 1,144,72,2,빛 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
21562403,215624,legend,패시브 1,144,72,3,빛 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
21562404,215624,legend,패시브 1,144,72,4,빛 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
21562405,215624,legend,패시브 1,144,72,5,빛 포세이돈,아쿠아 웨이브,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
21563401,215634,legend,패시브 2,,,1,빛 포세이돈,바다의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21563402,215634,legend,패시브 2,,,2,빛 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 2% 추가 증가,,,,,,,,,,,,
21563403,215634,legend,패시브 2,,,3,빛 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 4% 추가 증가,,,,,,,,,,,,
21563404,215634,legend,패시브 2,,,4,빛 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 6% 추가 증가,,,,,,,,,,,,
21563405,215634,legend,패시브 2,,,5,빛 포세이돈,바다의 권위,passive,,add_option_value_1,add,4,치명 피해 10% 추가 증가,,,,,,,,,,,,
21561501,215615,legend,드래그 스킬,148,74,1,어둠 포세이돈,하이드로 브레스,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21561502,215615,legend,드래그 스킬,148,74,2,어둠 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 10% 증가,,,,,,,,,,,,
21561503,215615,legend,드래그 스킬,148,74,3,어둠 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 20% 증가,,,,,,,,,,,,
21561504,215615,legend,드래그 스킬,148,74,4,어둠 포세이돈,하이드로 브레스,active,5,power_rate,add,15,스킬의 피해량 30% 증가,,,,,,,,,,,,
21561505,215615,legend,드래그 스킬,148,74,5,어둠 포세이돈,하이드로 브레스,active,2.5,power_rate,add,30,스킬의 피해량 50% 증가,,,,,,,,,,,,
21562501,215625,legend,패시브 1,144,72,1,어둠 포세이돈,아쿠아 웨이브,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21562502,215625,legend,패시브 1,144,72,2,어둠 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
21562503,215625,legend,패시브 1,144,72,3,어둠 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
21562504,215625,legend,패시브 1,144,72,4,어둠 포세이돈,아쿠아 웨이브,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
21562505,215625,legend,패시브 1,144,72,5,어둠 포세이돈,아쿠아 웨이브,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
21563501,215635,legend,패시브 2,,,1,어둠 포세이돈,바다의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21563502,215635,legend,패시브 2,,,2,어둠 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 2% 추가 증가,,,,,,,,,,,,
21563503,215635,legend,패시브 2,,,3,어둠 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 4% 추가 증가,,,,,,,,,,,,
21563504,215635,legend,패시브 2,,,4,어둠 포세이돈,바다의 권위,passive,,add_option_value_1,add,2,치명 피해 6% 추가 증가,,,,,,,,,,,,
21563505,215635,legend,패시브 2,,,5,어둠 포세이돈,바다의 권위,passive,,add_option_value_1,add,4,치명 피해 10% 추가 증가,,,,,,,,,,,,
21571201,215712,legend,,720,360,1,물 포포모,벚꽃 바람,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21571202,215712,legend,,720,360,2,물 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 10% 증가,,,,,,,,,,,,
21571203,215712,legend,,720,360,3,물 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 20% 증가,,,,,,,,,,,,
21571204,215712,legend,,720,360,4,물 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 30% 증가,,,,,,,,,,,,
21571205,215712,legend,,720,360,5,물 포포모,벚꽃 바람,active,2.5,power_rate,add,144,스킬의 회복량 50% 증가,,,,,,,,,,,,
21572201,215722,legend,,,,1,물 포포모,치유의 향기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
21572202,215722,legend,,,,2,물 포포모,치유의 향기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21572203,215722,legend,,,,3,물 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
21572204,215722,legend,,,,4,물 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21572205,215722,legend,,,,5,물 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
21573201,215732,legend,,,,1,물 포포모,정숙의 향기,indie_time,0,,,,강화 효과 없음,,,,,,,,,,,,
21573202,215732,legend,,,,2,물 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21573203,215732,legend,,,,3,물 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21573204,215732,legend,,,,4,물 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21573205,215732,legend,,,,5,물 포포모,정숙의 향기,indie_time,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21571301,215713,legend,,720,360,1,불 포포모,벚꽃 바람,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21571302,215713,legend,,720,360,2,불 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 10% 증가,,,,,,,,,,,,
21571303,215713,legend,,720,360,3,불 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 20% 증가,,,,,,,,,,,,
21571304,215713,legend,,720,360,4,불 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 30% 증가,,,,,,,,,,,,
21571305,215713,legend,,720,360,5,불 포포모,벚꽃 바람,active,2.5,power_rate,add,144,스킬의 회복량 50% 증가,,,,,,,,,,,,
21572301,215723,legend,,,,1,불 포포모,치유의 향기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
21572302,215723,legend,,,,2,불 포포모,치유의 향기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21572303,215723,legend,,,,3,불 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
21572304,215723,legend,,,,4,불 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21572305,215723,legend,,,,5,불 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
21573301,215733,legend,,,,1,불 포포모,정숙의 향기,indie_time,0,,,,강화 효과 없음,,,,,,,,,,,,
21573302,215733,legend,,,,2,불 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21573303,215733,legend,,,,3,불 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21573304,215733,legend,,,,4,불 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21573305,215733,legend,,,,5,불 포포모,정숙의 향기,indie_time,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21571501,215715,legend,,720,360,1,어둠 포포모,벚꽃 바람,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21571502,215715,legend,,720,360,2,어둠 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 10% 증가,,,,,,,,,,,,
21571503,215715,legend,,720,360,3,어둠 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 20% 증가,,,,,,,,,,,,
21571504,215715,legend,,720,360,4,어둠 포포모,벚꽃 바람,active,5,power_rate,add,72,스킬의 회복량 30% 증가,,,,,,,,,,,,
21571505,215715,legend,,720,360,5,어둠 포포모,벚꽃 바람,active,2.5,power_rate,add,144,스킬의 회복량 50% 증가,,,,,,,,,,,,
21572501,215725,legend,,,,1,어둠 포포모,치유의 향기,indie_time_short,0,,,,강화 효과 없음,,,,,,,,,,,,
21572502,215725,legend,,,,2,어둠 포포모,치유의 향기,indie_time_short,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21572503,215725,legend,,,,3,어둠 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
21572504,215725,legend,,,,4,어둠 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21572505,215725,legend,,,,5,어둠 포포모,치유의 향기,indie_time_short,0,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
21573501,215735,legend,,,,1,어둠 포포모,정숙의 향기,indie_time,0,,,,강화 효과 없음,,,,,,,,,,,,
21573502,215735,legend,,,,2,어둠 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21573503,215735,legend,,,,3,어둠 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21573504,215735,legend,,,,4,어둠 포포모,정숙의 향기,indie_time,0,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21573505,215735,legend,,,,5,어둠 포포모,정숙의 향기,indie_time,0,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21581201,215812,legend,드래그 스킬,115,58,1,물 말로단,태초의 빛,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21581202,215812,legend,드래그 스킬,115,58,2,물 말로단,태초의 빛,active,5,power_rate,add,12,스킬의 피해량 10% 증가,,,,,,,,,,,,
21581203,215812,legend,드래그 스킬,115,58,3,물 말로단,태초의 빛,active,5,power_rate,add,12,스킬의 피해량 20% 증가,,,,,,,,,,,,
21581204,215812,legend,드래그 스킬,115,58,4,물 말로단,태초의 빛,active,5,power_rate,add,12,스킬의 피해량 30% 증가,,,,,,,,,,,,
21581205,215812,legend,드래그 스킬,115,58,5,물 말로단,태초의 빛,active,2.5,power_rate,add,23,스킬의 피해량 50% 증가,,,,,,,,,,,,
21582201,215822,legend,패시브 1,288,144,1,물 말로단,고대의 심판,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
21582202,215822,legend,패시브 1,288,144,2,물 말로단,고대의 심판,indie_time,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
21582203,215822,legend,패시브 1,288,144,3,물 말로단,고대의 심판,indie_time,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
21582204,215822,legend,패시브 1,288,144,4,물 말로단,고대의 심판,indie_time,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
21582205,215822,legend,패시브 1,288,144,5,물 말로단,고대의 심판,indie_time,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
