en,fa
"Of course, it is still a prototype… So, accidents might occur.",البته، هنوز یک نمونه اولیه است... بنابراین، ممکن است تصادفاتی رخ دهد.
*Sigh…* A masterpiece that can fail…,*آه…* شاهکاری که ممکن است شکست بخورد…
All scientific discoveries are made on top of countless failures. Remember that.,تمام اکتشافات علمی در بالای شکست های بی شماری انجام می شود. به یاد بیاور.
"So, shall we get moving? This will take some time.",پس، حرکت کنیم؟ این زمان خواهد برد.
Why don't we take care of the monsters around this place in the meantime?,چرا در این بین از هیولاهای اطراف این مکان مراقبت نمی کنیم؟
Agreed. Let's do what Dede said.,موافقت کرد. بیایید کاری که دده گفت را انجام دهیم.
Krrr…,کرر…
Magic injection 95% complete. Insufficient magic.,تزریق جادویی 95 درصد کامل شده است. جادوی ناکافی
Damn! I forgot that I used some magic on the Spider Queen!,لعنتی! یادم رفت از جادو روی ملکه عنکبوتی استفاده کردم!
Let's see… Can I gather some more magic?,بیایید ببینیم... آیا می توانم جادوی بیشتری جمع کنم؟
Possible. Select target.,ممکن است. هدف را انتخاب کنید.
Same as before. Go take their magic!,مثل قبل. برو جادوشونو بگیر
Proceeding.,اقدام.
Tsk tsk… It's too loud for me to focus…,Tsk tsk… برای من خیلی بلند است که نمی توانم تمرکز کنم…
"If so, why don't you deal with these monsters yourself?",اگر چنین است، چرا خودتان با این هیولاها برخورد نمی کنید؟
Ack! My back! Don't ask an old man to overwork himself!,آک! پشت من! از یک پیرمرد نخواهید که خودش را زیاد کار کند!
Careful! More monsters are coming!,مراقب باشید! هیولاهای بیشتری می آیند!
Huh? Did it work? Look! The crack is opening!,متعجب؟ کار کرد؟ نگاه کن شکاف در حال باز شدن است!
"Let's see… Yes, it is! I'm surprised that it worked!",بیایید ببینیم ... بله، این است! من تعجب کردم که کار کرد!
What? Have you never used this machine before?,چی؟ آیا تا به حال از این دستگاه استفاده نکرده اید؟
I didn't have the chance. This was an opportune moment to try it out.,من فرصت نداشتم این یک لحظه مناسب برای امتحان کردن آن بود.
How…?,چگونه…؟
What!? Do you think we're some kind of lab rats? You piece of…!,چی!؟ آیا فکر می کنید ما نوعی موش آزمایشگاهی هستیم؟ تو تکه ای از…!
Wait. Are you sure that crack will lead us to where the Black Robes are?,صبر کن. آیا مطمئن هستید که کرک ما را به جایی که روپوش های سیاه هستند هدایت می کند؟
Of course. Didn't I mention that I'm the best magic engineer in Mahaim?,البته. نگفتم که من بهترین مهندس جادو در مهیم هستم؟
"Well, yes. It might not lead to where you want, but then, nothing is perfect.",خب بله. ممکن است به جایی که می خواهید منتهی نشود، اما پس از آن، هیچ چیز کامل نیست.
Hmm… We don't have any choice. Let's go through the crack.,هوم... ما چاره ای نداریم. بیایید از شکاف عبور کنیم.
What is this place? I'm getting the chills.,اینجا کجاست؟ دارم سرما میخورم
I guess it's a sign that we’ve arrived at the right place.,حدس می‌زنم این نشانه این است که به جای درستی رسیده‌ایم.
Let's see… My magic layer is showing a large gathering of magic in that direction.,بیایید ببینیم... لایه سحر و جادوی من مجموعه بزرگی از جادو را در آن جهت نشان می دهد.
"Is that ""the being"" the guardian mentioned?",آیا آن «هستی» که ولی ذکر شده است؟
"Good. Let's look around some more, and get ready.",خوب بیایید کمی بیشتر به اطراف نگاه کنیم و آماده شویم.
What do they want to achieve?,آنها می خواهند به چه چیزی برسند؟
*Gasp…*,*نفس…*
Ugh…,اوه…
Nuri?,نوری؟
Are you okay?,حالت خوبه؟
"Nuri, you're pushing yourself too hard. I can tell just by looking at you.",نوری خیلی به خودت فشار میاری فقط با نگاه کردن به تو می توانم بفهمم
I… I'm fine. I'm just a bit tired.,من… من خوبم. من فقط کمی خسته هستم.
If all our preparations are done. Let's follow them.,اگر همه مقدمات ما انجام شود. بیایید آنها را دنبال کنیم.
Goni! Let's get moving! The Tamer Master of the future!,گونی! بیا حرکت کنیم! استاد رام کننده آینده!
"Tamer Master? Of course, I am! Here I come!",استاد رام کننده ؟ البته من هستم! اینجا من اومدم!
"Mokoji, is there something you didn't mention to us yet?",موکوجی، چیزی هست که هنوز به ما نگفتی؟
It… will take some time to explain things…,توضیح دادن چیزها کمی زمان می برد…
Is that so…?,همینطوره…؟
"It might be hard to believe, but what I've told you is all true.",شاید باورش سخت باشد، اما آنچه به شما گفتم همه درست است.
I've heard that the Light Pillar and Dark Pillar have appeared.,من شنیده ام که ستون سبک و ستون تاریک ظاهر شده اند.
However… I didn't think the being from the pillar was so close to us...,با این حال... فکر نمی کردم موجودی از ستون اینقدر به ما نزدیک باشد...
If so… Helping Nuri to get her memories back is the key to everything.,اگر چنین است... کمک به نوری برای بازگرداندن خاطراتش کلید همه چیز است.
We must help her regain her memories as quickly as we can.,ما باید به او کمک کنیم تا هر چه سریعتر خاطراتش را به دست آورد.
Doorn. Nuri doesn't remember her past yet.,درب. نوری هنوز گذشته اش را به یاد نمی آورد.
"Also, it seems that it's painful for her to try to remember.",همچنین، به نظر می رسد که تلاش برای به یاد آوردن برای او دردناک است.
"Despite all that, it must be done.",با وجود همه اینها باید انجام شود.
It must be connected to why Nuri is in Ino in the first place.,باید به این موضوع مرتبط شود که چرا نوری در اینو در وهله اول است.
That memory will tell us how to overcome this mess.,آن خاطره به ما خواهد گفت که چگونه بر این آشفتگی غلبه کنیم.
But Nuri is…,اما نوری …
Mokoji. I know you are concerned about her. However!,موکوجی. من می دانم که شما نگران او هستید. با این حال!
