zh-CN,zu
使用【黑暗的证据X3000,Sebenzisa [Ubufakazi Bobumnyama X3000
[毁灭的黑暗尼克斯]达到Lv 60,[ I- I-Darknix of Ruin] Iphumelele i-Lv 60
[ 毁灭的黑暗尼克斯] 进化成成体,[I-Darknix yeNcithakalo] Ziphenduke zibe Umuntu omdala
[毁灭的黑暗尼克斯]好感度达到10级,[I-Darknix of Ruin] Ifinyelele izinga le-10 lothando
[ 毁灭的黑暗尼克斯] 进化为亚成体,[I I-Darknix yeNcithakalo] Iguqukela ku- Ukuchanyuselwa
[ 毁灭的黑暗尼克斯] GetX1,[I-Darknix ye-Ruin] I-GetX1
[ 毁灭的黑暗尼克斯] GetX2,[I-Darknix ye-Ruin] I-GetX2
[ 毁灭的黑暗尼克斯] GetX3,[ I- I-Darknix of Ruin] I-GetX3
[ 毁灭的黑暗尼克斯] GetX4,[I-Darknix ye-Ruin] I-GetX4
{@BLACK}，这是一个有限活动符文{1}!!{@},"{@BLACK}, lona umcimbi olinganiselwe {1}!!{@}"
{@BLACK}如果您错过了这次活动，您将永远无法再次获得传奇的{1} ！,"{@BLACK} Uma uphuthelwa yilo mcimbi, ngeke ukwazi ukuthola i-legend {1} futhi!!"
七级伤害符文 X1,Ibanga lesi-7 Ukulimala kwe-Rune X1
狂战士2,I-Berserk2
当我醒来时，这份决心无限地铭刻在我的脑海里。 \n（这是成就奖励的挑战阶段。）,Ngavuka lokho kuzimisela kuqoshwe ngokungapheli engqondweni yami. \n(Lesi yisigaba senselele semiklomelo yempumelelo.)
那一刻，我一边无限地注视着它，一边渴望着复仇。 \n（这是成就奖励的挑战阶段。）,"Ngaleso sikhathi, ngangifisa ukuziphindiselela ngenkathi ngibuka ngokungapheli. \n(Lesi yisigaba senselele semiklomelo yempumelelo.)"
因为那个罪孽……我只能眼睁睁地看着那盏灯永远熄灭的那一刻。 \n（这是成就奖励的挑战阶段。）,Ngenxa yaleso sono... Ngabuka nje umzuzu lapho ukukhanya kucisha unomphela. \n(Lesi yisigaba senselele semiklomelo yempumelelo.)
我把我的一生奉献给了她，但世界却拒绝了那道光。,"Nganikela ukuphila kwami ​​kuye, kodwa izwe lakwenqaba lokho kukhanya."
因此，我还剩下一个愿望。 \n（这是成就奖励的挑战阶段。）,"Ngakho-ke, nginesifiso esisodwa esisele. \n(Lesi yisigaba senselele semiklomelo yempumelelo.)"
于是，我与这个世界为敌，战斗到底。,"Ngakho, ngiphendule lo mhlaba waba isitha futhi ngalwa kwaze kwaba sekugcineni."
很快就会毁灭！,Futhi ngokushesha kuyoba imbubhiso!
可怕的噩梦,Iphupho elibi elibi
无尽的绝望带来了毁灭。,Ukuphelelwa ithemba okungapheli kwaletha ukubhujiswa.
无尽的绝望世界不断重演。,Izwe elingapheli lokuphelelwa ithemba eliphindaphindayo.
唯一能拯救我的就是世界的毁灭。,Okungisindisayo wukubhujiswa komhlaba.
感受一下我的愤怒吧！,Izwa intukuthelo yami!
别妨碍我报仇！,Ungaphazamisi ukuziphindiselela kwami!
我什么都没有剩下了。,Angisenalutho.
你应该保护我...啊...啊啊...!!,Bekumele ungivikele... Argh... ahora....!!
你是……不……接受它。,Awu... awu... thatha.
你也打破它。,Nawe uyawuphula.
我们没什么可谈的。,Akukho esingakukhuluma.
首先摆脱你自己。,Zilahle wena kuqala.
摧毁一切...,Bhubhisa yonke into...
摧毁一切！,Bhubhisa yonke into!
无限愤怒,Ukufutheka okungapheli
复仇……我只想复仇。,Ukuziphindiselela... Ngifisa ukuziphindiselela kuphela.
愤怒之翼,Amaphiko entukuthelo
破光,Ukugqashuka ukukhanya
用对光的愤怒进行攻击。它被激活而不是常规攻击。,ukuhlasela ngentukuthelo ekukhanyeni. Icushiwe esikhundleni sokuhlasela okuvamile.
其实……有一个我想要守护到最后的存在。,Empeleni... Bekukhona ebengifuna ukukuvikela kuze kube sekugcineni.
别指望能活着回来！,Ungalindeli ukuthi uzobuya uphila!
肉身的震撼,Ukushaqeka kwenyama
与世界一起入睡！,Lala nezwe!
世界应该彻底毁灭……,Umhlaba kufanele ubhujiswe ngokuphelele...
我要毁灭世界……我所渴望的是这个世界的终结！！！！,Ngizowubhubhisa umhlaba... Engikufisayo ukuphela kwalomhlaba!!!!
这是世界的毁灭。 \n（这是成就奖励的挑战阶段。）,Kungukubhujiswa komhlaba. \n(Lesi yisigaba senselele semiklomelo yempumelelo.)
当世界即将走向地狱时，你想要什么？,Ufunani uma umhlaba usuya esihogweni?
时间的枷锁,Amaketanga esikhathi
上帝的天使,Ingelosi kaNkulunkulu
阿霍拉只有你...,Ahora wena kuphela...
阿霍拉？……这不可能……,Ahora?... Akunakwenzeka lokho...
阿霍拉的项链符文,Umgexo ka-Ahora Rune
4号阿霍拉的项链符文,No. 4 umgexo ka-Ahora Rune
4号阿霍拉的项链符文X1,No. 4 Ahora umgexo Rune X1
弱小的东西...,Izinto ezibuthakathaka...
黑暗的证据,Ubufakazi Bobumnyama
深渊之时 - 废墟 1,Isikhathi Sokulasha - Incithakalo 1
深渊之时 - 废墟 2,Isikhathi Sokulasha - Incithakalo 2
深渊之时 - 废墟 3,Isikhathi Sokulasha - Incithakalo 3
深渊之时 - 废墟 4,Isikhathi Sokulasha - Incithakalo 4
深渊之时 - 废墟 5,Isikhathi Sokulasha - Incithakalo 5
让我让你永远沉睡。,Ake ngikulalise unomphela.
唯一的光,Ukukhanya kuphela
原因是我想保护这个世界。,Isizathu kwakuwukuthi ngangifuna ukuvikela lo mhlaba.
这不是恨……,Akuyona inzondo lena...
这是破坏性的！,Lokhu kuyalimaza!
我本可以获胜，但我没能完成比赛。这是一场失败。,"Bengingawina, kodwa angikwazanga ukuqeda. Ukuhlulwa."
被遗忘的遥远过去的故事 - 1,Izindaba ezikhohliwe zesikhathi esidlule - 1
被遗忘的遥远过去的故事 - 2,Izindaba ezikhohliwe zesikhathi esidlule - 2
被遗忘的遥远过去的故事 - 3,Izindaba ezikhohliwe zesikhathi esidlule - 3
绝望,Ukuphelelwa ithemba
绝望的感觉,Umuzwa wokuphelelwa ithemba
我散发出一种彻底绝望的感觉。防护屏障和无敌被消除，恢复变得不可能。,"Ngikhipha umuzwa wokuphelelwa ithemba ngokuphelele. Isithiyo esivikelayo kanye nokunganqotshwa kuyaqedwa, futhi ukululama kuba yinto engenakwenzeka."
无法控制的愤怒,Intukuthelo engalawuleki
死！,Ifa!
是与邪恶之力签订契约，从死亡中复活的魔龙。据说它燃烧鳞片是为了变得更强。头上戴的骨头充当面具，上面有烧伤的疤痕。每当它借用邪恶之力时，它的身体就会燃烧，鳞片也会被烧焦。,"Udrako wedemoni owenza isivumelwano namandla obubi ukuthi avuswe ekufeni. Kuthiwa yashisa izikali zayo ifuna ukuqina. Amathambo agqokwe ekhanda layo asebenza njengesifihla-buso futhi anezibazi zokusha. Njalo lapho iboleka amandla obubi, umzimba wayo uyasha, nezikali zayo ziyacwila."
死亡边界,Umngcele Wokufa
无法控制的,Ongalawuleki
哦哦哦！！！阿莫鲁啊啊啊！！！,Ohhhhhh!!! Amorrueeeeeeee!!!
腐败,Inkohlakalo
腐败的低语,Izinkulumo Zenkohlakalo
摧毁它！,Licekele phansi!
毁灭很快就会回来……,incithakalo iyabuya maduze...
毁灭黑暗召唤卷轴,Ukubiza uMqulu wobumnyama bencithakalo
毁灭的咆哮,Ukubhonga kwencithakalo
毁灭的咆哮+,Ukubhonga kwencithakalo+
一次最多{1}次。,Kufika ezikhathini ezingu- {1} ngesikhathi.
处于有害效果状态时，除攻击力下降效果外，每产生一个有害效果，伤害就会增加300%。,"Uma usesimweni somphumela oyingozi, umonakalo ukhuphuka ngo-300% kumphumela ngamunye oyingozi ngaphandle komphumela wokunciphisa amandla okuhlasela."
别惹我！,Ungangixabanisi!
它用死亡的气息对敌人造成伤害，包含所有仇恨。\n其威力根据暴击几率显着增加。\n攻击 Boss 时，随着目标成为敌人，伤害也会增加。,"Idala umonakalo ezitheni ngomoya wokufa, equkethe yonke inzondo.\nAmandla ayo anda kakhulu kuye ngethuba elibucayi.\nLapho uhlasela umphathi, umonakalo uyakhula njengoba okuqondiwe kuba yisitha."
在愤怒的推动下，黑暗尼克斯放弃了防御，只专注于进攻。所有龙的暴击率增加300%。,"Egqugquzelwa intukuthelo, I-Darknix uyeka ukuzivikela futhi ugxile ekoneni kuphela. Ithuba elibalulekile lokushaywa kwawo wonke ama-dragons likhuphuka ngo-300%."
高阶黑暗X100,I-High Tier Kumnyama Energy X100
他是阿莫鲁的第一代后裔，也是拥有太初之力的黑暗守护者。然而，他失去了最宝贵的生命，陷入了腐败。他毁灭了世界，与古代神龙作战，却在即将取得胜利之前被阿莫鲁的长枪击倒。这条一直生活在永恒痛苦之中的龙，只渴望毁灭一切。,"Wayeyinzalo yokuqala ka-Amorru kanye nomqaphi wobumnyama owayenamandla okuqala. Nokho, walahlekelwa umuntu oyigugu kakhulu futhi wawela ekonakaleni. Wabhubhisa umhlaba futhi walwa noNkulunkulu UNkulunkulu Dragon, kodwa washaywa umkhonto ka-Amorru ngaphambi nje kokuba azuze ukunqoba. Lo drako, oye waphila ebuhlungwini baphakade, ufisa kuphela ukubhujiswa kwakho konke."
这条龙的愤怒，是指向光明的。该攻击无视防御、防护、无敌、复活等所有防御措施，对光属性目标造成20倍伤害。它只会在战斗开始时激活一次。,"Ulaka lwalo drako luqondiswe ekukhanyeni. Lokhu kuhlasela kuziba zonke izinyathelo zokuzivikela ezifana nokuzivikela, ukuvikela, ukungehlulwa, ukuvuka, njll., futhi kuphatha izikhathi ezingu-20 umonakalo ekuqondisweni kwesibaluli esikhanyayo. Isebenza kanye kuphela ekuqaleni kwempi."
活动期间，有召唤券可用于召唤毁灭之暗。虽然概率很低，但据说可以召唤毁灭之黑暗尼克斯。,"Ngesikhathi somcimbi, kukhona ithikithi lokubiza elitholakalayo ukuze lisetshenziswe Ekubizeni ubumnyama bencithakalo. Yize kunethuba eliphansi, kuthiwa i-Summon I-Darknix of Ruin ingabizwa."
活动期间，可以获得可在黑暗废墟活动商店使用的货币，以及活动关卡和成就。,"Phakathi nenkathi yomcimbi, ungathola uhlobo lwemali olungasetshenziswa ebumnyameni besitolo somcimbi wokonakala, kanye nezigaba zomcimbi nezimpumelelo."
每隔一定时间，随机攻击一名敌人，有{1}% 的几率对目标造成{2}秒的攻击力降低、防御力降低、攻击速度降低和持续伤害。,"Njalo isikhathi esithile, hlasela isitha esisodwa ngokungahleliwe futhi ube nethuba elingu- {1}% lokufaka amasekhondi angu- {2} okunciphisa ukuhlasela, ukunciphisa ukuzivikela, ukunciphisa isivinini sokuhlasela, kanye nokulimala ngokuhamba kwesikhathi kokuhlosiwe."
定期攻击随机敌人。\n每次攻击都会造成伤害减少效果。\n在 Boss 攻击期间攻击敌人时伤害会增加。,Hlasela izitha ezingahleliwe ngezikhathi ezithile.\nYenza umphumela wokunciphisa umonakalo ngokushaya ngakunye.\nUmonakalo uyanda lapho uhlasela izitha phakathi nokuhlasela kwabaphathi.
每当你进行一定次数的普通攻击时，你就会提醒自己你的目的。在你实现目标之前，你会通过反对它来恢复健康。每叠加一层可叠加的有害效果，不包括攻击力降低（防御力降低、攻击速度降低、持续伤害），恢复量增加4倍。,"Njalo lapho wenza inombolo ethile yokuhlasela okuvamile, uzikhumbuza ngenjongo yakho. Kuze kube yilapho ufinyelela umgomo wakho, uzolulama impilo yakho ngokuphikisana nayo. Ngesitaki ngasinye semiphumela eyingozi engahle ibekwe, ngaphandle kokunciphisa amandla okuhlasela, (ukunciphisa ukuzivikela, ukunciphisa isivinini sokuhlasela, umonakalo oqhubekayo), inani lokubuyisela likhuphuka izikhathi ezingu-4."
"每隔一定时间，弹跳球体会对攻击力最高的目标造成超过 10 次的伤害，无视所有防御。伤害量随着目标的攻击力降低而增加，如果目标的攻击力为25,000或更高，则伤害无效。","Ngaso sonke isikhathi esithile, i-bouncing sphere idala umonakalo kulokho okuqondiwe ngamandla amakhulu okuhlasela ngaphezu kwamahithi angu-10, ikuziba zonke izivikelo. Inani lomonakalo liyakhula njengoba amandla okuhlasela okuqondiwe ehla, futhi uma amandla okuhlasela okuqondiwe engu-25,000 noma ngaphezulu, umonakalo uyesulwa."
如果你的生命力达到0，你将进入僵尸状态40秒，你的暴击几率会大幅增加。\n在此期间，你的技能冷却时间将被重置，你将恢复2点法力。\n持续时间结束后，你将死。,"Uma amandla akho efinyelela ku-0, uzongena esimweni se-zombie imizuzwana engu-40, futhi ithuba lakho elibalulekile lizokhula kakhulu.\nPhakathi nalesi sikhathi, ukwehlisa ikhono lakho kuzosethwa kabusha futhi uzolulama ama-mana angu-2.\nNgemva kokuphela kwesikhathi, uzokwazi fa."
中阶黑暗X100,I-Mid Tier Kumnyama Energy X100
顶级黑暗X100,I-Tier Kumnyama Energy X100 ephezulu
移除目标的免疫效果并造成伤害。\n对处于免疫状态的敌人造成{1}倍的伤害。,Susa umphumela wokugomela oqondiwe bese ulungisa umonakalo.\nSebenza izikhathi ezingu- {1} umonakalo ezitheni esimweni sokuzivikela komzimba.
毁灭的黑暗尼克斯,I-Darknix ye-Ruin
毁灭的黑暗尼克斯（黑暗）,I-Darknix ye-Ruin (Kumnyama)
毁灭的黑暗——普通,Ubumnyama bencithakalo - Okuvamile
黑暗的毁灭——地狱火,Ubumnyama bencithakalo - Isihogo Somlilo
毁灭的黑暗-难度,Ubumnyama bencithakalo - Ubunzima
毁灭的黑暗——绝望,Ubumnyama bencithakalo - Desperate
黑暗的毁灭——地狱,Ubumnyama bencithakalo - Isihogo
召唤毁灭的黑暗,Ukubizelwa kobumnyama bencithakalo
1+1\\n毁灭黑暗召唤卷轴,1+1\\nUkuskrola Okubizelwayo kobumnyama bencithakalo
15+15\\n毁灭黑暗召唤卷轴,15+15\\nUkuskrola Okubizelwayo kobumnyama bencithakalo
毁灭黑暗召唤卷轴X15,Ukubiza uMqulu wobumnyama bencithakalo X15
毁灭黑暗召唤卷轴X1,Ukubiza uMqulu wobumnyama bencithakalo X1
4+4\\n毁灭黑暗召唤卷轴,4+4\\nUkuskrola Okubizelwayo kobumnyama bencithakalo
毁灭黑暗召唤卷轴X4,Ukubiza uMqulu wobumnyama bencithakalo X4
50+50 毁灭黑暗召唤卷轴,50+50 Umqulu Obizayo wobumnyama bencithakalo
毁灭黑暗召唤卷轴X50,Ukubiza uMqulu wobumnyama bencithakalo X50
毁灭之暗召唤卷轴礼包,Ukubiza Iphakheji Lokuskrola lobumnyama bencithakalo
1+1\\n毁灭黑暗召唤卷轴,1+1\\nUkuskrola Okubizelwayo kobumnyama bencithakalo
15+15\\n毁灭黑暗召唤卷轴,15+15\\nUkuskrola Okubizelwayo kobumnyama bencithakalo
毁灭黑暗召唤卷轴\\nX15,Ukubiza uMqulu wobumnyama bencithakalo\\nX15
1\\n毁灭之暗召唤卷轴包,1\\nIphakheji yokuskrola yokubiza lobumnyama bencithakalo
毁灭之暗召唤卷轴礼包\\nX4+4,Ukubiza Iphakheji Lokuskrola lobumnyama bencithakalo\\nX4+4
4\\n毁灭之暗召唤卷轴包,4\\nIphakheji yokuskrola yokubiza lobumnyama bencithakalo
毁灭之暗召唤卷轴礼包\\nX50+50,Ukubiza Iphakheji Lokuskrola lobumnyama bencithakalo\nX50+50
50\\n毁灭之暗召唤卷轴包,50\\nIphakheji yokuskrola yokubiza lobumnyama bencithakalo
废墟之暗活动限定符文,Ubumnyama bencithakalo Event Limited Rune
它已被设置到甲板{1}。,Imiselwe ukudekhi {1}.
带来,letha
基本套牌,Idekhi eyisisekelo
卡组名称,Igama ledekhi
创建的牌组名称最多可包含{1}字符。,Igama ledekhi lingakhiwa ngezinhlamvu eziphezulu ezingu- {1}.
甲板预设,Ukusetha kabusha kwedekhi
甲板预设 - {1},Ukusetha kabusha kwedekhi - {1}
在愤怒的驱使下，黑暗尼克斯放弃了防御，只进行攻击。所有龙的暴击率增加999%。,"Igqugquzelwa intukuthelo, I-Darknix ishiya ukuzivikela futhi yenza ukuhlasela kuphela. Izinga lokushaya elibucayi lawo wonke ama-dragons likhuphuka ngo-999%."
请输入要使用的名称。,Sicela ufake igama ozolisebenzisa.
申请,Faka isicelo
顶级黑暗水果 X100,I-Top Tier Kumnyama Fruit X100
呵呵……这是最后的礼物了。,Hehe... Isipho sokugcina.
伤害每 10 秒增加一次。该效果无限叠加且无法消除。,Umonakalo uyanda njalo ngemizuzwana eyi-10. Lo mphumela unqwabelanisa ngokungenamkhawulo futhi awukwazi ukususwa.
废墟,Incithakalo
,
,
,
,
它以强大的魔法对敌人造成伤害，包含所有仇恨。\n其威力根据暴击几率显着增加。\n攻击 Boss 时，随着目标成为敌人，伤害也会增加。,"Idala umonakalo ezitheni ngomlingo onamandla, oqukethe yonke inzondo.\nAmandla ayo anda kakhulu kuye ngethuba elibucayi.\nLapho uhlasela umphathi, umonakalo uyakhula njengoba ithagethi iba yisitha."
持续时间增加 16 秒。,Ubude besikhathi bukhuphuke ngamasekhondi ayi-16.
持续时间增加 24 秒。,Ubude besikhathi bukhuphuke ngamasekhondi angama-24.
毁灭的惩罚,Isijeziso sencithakalo
毁灭的惩罚+,Isijeziso sencithakalo+
混沌之影,Isithunzi sesiphithiphithi
绝望的黑暗尼克斯,I-Darknix yokuphelelwa ithemba
黑暗之怒,Ulaka Kumnyama
无尽的伤痛,Ubuhlungu obungapheli
多个序言,Izandulela Eziningi
“{@yellow} {1} {@default} \n可获取！”,"""{@yellow} {1} {@default} \nIyatholakala!"""
{@yellow} {1} {@default} \n可获取！,{@yellow} {1} {@default} \nIyatholakala!
,
,
,
{1}的拖动技能锁定,{1}'s Hudula Ikhono Lokhiye
{1}的拖动技能解锁,Ukuvula Ikhono Lokuhudula lika- {1}
个人通行证 EXP,Ukudlula komuntu ngamunye EXP
高级通行证,I-Advanced Pass
处于无法购买的状态。,Isesimweni esingatholakali ukuze ithengwe.
科斯莫（土）,I-Cosmo (Umhlaba)
科斯莫（水）,I-Cosmo (Amanzi)
在秘密关卡获得酷西瓜,Thola ikhabe Elipholile esigabeni esiyimfihlo
科斯莫（光）,I-Cosmo (Ukukhanya)
凉西瓜,Ikhabe elipholile
清凉西瓜包,Iphakethe le-watermelon elipholile
可以获得清凉的西瓜,Ingathola ikhabe elipholile
夏季活动限定符文,I-Summer Event Limited Rune
夏季签到活动,Umcimbi Wokungena Ehlobo
活动期间获得酷炫西瓜物品并购买特色产品。,Thola izinto ezipholile zekhabe futhi uthenge imikhiqizo ekhethekile ngesikhathi somcimbi.
请先购买上一步的通行证产品。,Sicela uthenge umkhiqizo wokudlula wesinyathelo sangaphambilini kuqala.
1号敏捷西瓜,Inombolo ye-1 Swiftness Watermelon
